,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year
208878,191113399,07/10/2019 12:00:00 AM,07/09/2010 12:00:00 AM,645,11,Northeast,1177,1,440,THEFT PLAIN - PETTY ($950 & UNDER),325,0,X,X,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,AO,Adult Other,440,,,,2000 N  FIGUEROA                     ST,,34.0884,-118.2258,2019
208879,202009588,05/11/2020 12:00:00 AM,05/09/2010 12:00:00 AM,1100,20,Olympic,2058,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1606,36,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,900    MENLO                        AV,,34.055,-118.2904,2020
208880,200509182,05/07/2020 12:00:00 AM,04/15/2010 12:00:00 AM,1830,5,Harbor,541,2,354,THEFT OF IDENTITY,,29,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100    PARK WESTERN                 DR,,33.7539,-118.2988,2020
208881,201708854,05/06/2020 12:00:00 AM,01/01/2010 12:00:00 AM,1200,17,Devonshire,1735,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2021 1251 1501 1257,4,M,O,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,627,,,,11000    SHOSHONE                     AV,,34.2697,-118.5175,2020
208882,200800639,05/06/2020 12:00:00 AM,05/05/2010 12:00:00 AM,2120,8,West LA,817,1,310,BURGLARY,1420 1601 1822 0344 0207 1402,-9,X,X,244,TOBACCO SHOP,,,IC,Invest Cont,310,998,,,1100    WESTWOOD                     BL,,34.0608,-118.4454,2020
208883,201204206,01/03/2020 12:00:00 AM,01/01/2010 12:00:00 AM,1,12,77th Street,1259,2,354,THEFT OF IDENTITY,100,47,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 E  74TH                         ST,,33.973,-118.2695,2020
208885,201206445,02/04/2020 12:00:00 AM,01/01/2010 12:00:00 AM,1200,12,77th Street,1268,2,860,BATTERY WITH SEXUAL CONTACT,1258 1251 0913 0522,6,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,760,860,,,84TH                         ST,BROADWAY,33.9633,-118.2783,2020
208886,200405394,02/05/2020 12:00:00 AM,11/03/2010 12:00:00 AM,2230,4,Hollenbeck,489,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0444 0416 1259 0913,7,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,236,,,,3000    GLENN                        AV,,34.0245,-118.2143,2020
208887,201306109,02/06/2020 12:00:00 AM,01/02/2010 12:00:00 AM,1900,13,Newton,1323,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,19,F,H,104,DRIVEWAY,,,IC,Invest Cont,331,,,,800 E  25TH                         ST,,34.0216,-118.2588,2020
208888,201406267,02/08/2020 12:00:00 AM,01/25/2010 12:00:00 AM,1715,14,Pacific,1446,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 0344 1218,33,F,O,738,LIBRARY,,,IC,Invest Cont,440,,,,12000    VENICE                       BL,,34.0062,-118.4289,2020
208889,200605901,02/08/2020 12:00:00 AM,03/22/2010 12:00:00 AM,1,6,Hollywood,646,2,354,THEFT OF IDENTITY,1822,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1600    SCHRADER                     BL,,34.0998,-118.3324,2020
208890,191608589,05/01/2019 12:00:00 AM,07/01/2010 12:00:00 AM,1200,16,Foothill,1612,2,860,BATTERY WITH SEXUAL CONTACT,1258 0503 0505 0448 0522,15,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,13000    LOUVRE                       ST,,34.2771,-118.4156,2019
208891,191718543,11/14/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1800,17,Devonshire,1776,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0400 0448 0444 0408 2000 1814,18,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,PLUMMER,WOODLEY,34.2438,-118.498,2019
208892,190913152,07/01/2019 12:00:00 AM,02/06/2010 12:00:00 AM,1,9,Van Nuys,989,2,910,KIDNAPPING,0418 2021 1202,52,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,910,,,,13900    MILBANK                      ST,,34.153,-118.4359,2019
208893,200104481,01/02/2020 12:00:00 AM,01/02/2010 12:00:00 AM,100,1,Central,123,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740,,,,200 N  SPRING                       ST,,34.0541,-118.2451,2020
208894,201304537,01/10/2020 12:00:00 AM,01/09/2010 12:00:00 AM,1745,13,Newton,1354,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1210 0329 1601,15,F,H,101,STREET,,,IC,Invest Cont,330,,,,4000 S  MAIN                         ST,,34.0111,-118.274,2020
208895,200604478,01/11/2020 12:00:00 AM,12/10/2010 12:00:00 AM,1200,6,Hollywood,643,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,27,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,740,,,,1600 N  LA BREA                      AV,,34.1007,-118.3494,2020
208897,201706123,02/17/2020 12:00:00 AM,12/15/2010 12:00:00 AM,1800,17,Devonshire,1797,2,860,BATTERY WITH SEXUAL CONTACT,0503 0913 0522 0360 1259 0500,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,16400    PARTHENIA                    ST,,34.2284,-118.4895,2020
208898,201305462,01/20/2020 12:00:00 AM,01/20/2010 12:00:00 AM,2106,13,Newton,1324,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0432 0906,0,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,22ND                         ST,HOOPER,34.0189,-118.2481,2020
208899,190321010,09/18/2019 12:00:00 AM,04/13/2010 12:00:00 AM,1200,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1501,-8,F,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,WATT                         WY,34TH                         ST,34.0235,-118.2858,2019
208900,190515351,09/12/2019 12:00:00 AM,01/01/2010 12:00:00 AM,800,5,Harbor,525,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 1702 0562 0913,50,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,900    MCDONALD,,33.7716,-118.271,2019
208901,192016620,09/10/2019 12:00:00 AM,09/09/2010 12:00:00 AM,1730,20,Olympic,2045,2,647,THROWING OBJECT AT MOVING VEHICLE,1309 1310 0447,36,F,H,101,STREET,305,FIXED OBJECT,IC,Invest Cont,647,,,,MARIPOSA                     ST,JAMES M WOOD                 BL,34.0559,-118.2987,2019
208902,170416418,10/01/2017 12:00:00 AM,10/01/2010 12:00:00 AM,1200,4,Hollenbeck,449,1,121,"RAPE, FORCIBLE",1258 1251 0400 0913 0522 0537 0536,2,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,1000    STONE                        ST,,34.0489,-118.1944,2017
208904,192016638,09/10/2019 12:00:00 AM,09/01/2010 12:00:00 AM,1,20,Olympic,2019,2,860,BATTERY WITH SEXUAL CONTACT,500,17,F,W,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,3400 W  1ST                          ST,,34.0735,-118.2868,2019
208906,190815484,09/11/2019 12:00:00 AM,09/10/2010 12:00:00 AM,2000,8,West LA,859,1,330,BURGLARY FROM VEHICLE,1822 0321 0344 1609,22,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1500 S  WOOSTER                      ST,,34.052,-118.383,2019
208907,191222450,09/11/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,12,77th Street,1233,1,122,"RAPE, ATTEMPTED",0522 0360 1258 1251 0537 0536,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,812,,,1700 W  59TH                         ST,,33.9876,-118.3068,2019
208908,190815734,09/17/2019 12:00:00 AM,03/13/2010 12:00:00 AM,1000,8,West LA,827,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 0603,28,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,200 S  BARRINGTON                   AV,,34.0646,-118.4692,2019
208909,190815961,09/23/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,8,West LA,889,2,813,CHILD ANNOYING (17YRS & UNDER),1251 0536 1257,4,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,813,,,,2000 S  HOLT                         AV,,34.0412,-118.3813,2019
208910,190816248,09/28/2019 12:00:00 AM,09/29/2010 12:00:00 AM,5,8,West LA,828,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,35,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,10700    WILSHIRE                     BL,,34.0649,-118.4372,2019
208911,190325192,11/23/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,3,Southwest,314,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0505 0554,3,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,812,860,,,3700 W  27TH                         ST,,34.0312,-118.3251,2019
208912,202105385,01/31/2020 12:00:00 AM,09/01/2010 12:00:00 AM,800,21,Topanga,2106,2,354,THEFT OF IDENTITY,1822 1202,56,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8800    ETON                         AV,,34.23,-118.5951,2020
208913,201211332,04/13/2020 12:00:00 AM,09/29/2010 12:00:00 AM,1200,12,77th Street,1267,1,820,ORAL COPULATION,,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,820,,,900 W  85TH                         ST,,33.9613,-118.2893,2020
208914,200310336,04/23/2020 12:00:00 AM,04/22/2010 12:00:00 AM,1600,3,Southwest,341,1,310,BURGLARY,0321 0329 1609,9,X,X,729,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,310,,,,5100    COLISEUM                     ST,,34.0183,-118.3556,2020
208915,201105242,01/29/2020 12:00:00 AM,01/28/2010 12:00:00 AM,2300,11,Northeast,1133,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0385 1402,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,331,998,,,2600    FLETCHER                     DR,,34.1128,-118.2485,2020
208916,191617957,12/04/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,16,Foothill,1623,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0500 0522 1258,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,10800    LEHIGH                       AV,,34.2665,-118.4144,2019
208917,200609542,04/25/2020 12:00:00 AM,04/25/2010 12:00:00 AM,1730,6,Hollywood,667,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429 1206,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1200 N  BEACHWOOD                    DR,,34.0926,-118.3212,2020
208918,190108958,03/13/2019 12:00:00 AM,08/09/2010 12:00:00 AM,800,1,Central,158,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",344,79,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,668,,,,500    GLADYS                       AV,,34.0421,-118.2405,2019
208919,201605770,02/07/2020 12:00:00 AM,01/01/2010 12:00:00 AM,1,16,Foothill,1653,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0554 0913 0602,89,F,W,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,,,,12700    OSBORNE                      ST,,34.2542,-118.4095,2020
208920,200904675,01/16/2020 12:00:00 AM,02/01/2010 12:00:00 AM,1600,9,Van Nuys,926,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0364 0522,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,760,812,,,14300    HAYNES                       ST,,34.1897,-118.4444,2020
208922,192113651,07/31/2019 12:00:00 AM,01/01/2010 12:00:00 AM,900,21,Topanga,2175,2,354,THEFT OF IDENTITY,377,48,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,22100    BURBANK                      BL,,34.172,-118.6084,2019
208923,190914106,07/22/2019 12:00:00 AM,07/11/2010 12:00:00 AM,1435,9,Van Nuys,929,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394 0344,19,M,O,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341,,,,6500    VARNA                        AV,,34.1885,-118.4247,2019
208924,192105524,02/04/2019 12:00:00 AM,10/01/2010 12:00:00 AM,1200,21,Topanga,2146,1,121,"RAPE, FORCIBLE",1258 0500 0503 0527 0522 0515,15,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,21400    HART                         ST,,34.1974,-118.5977,2019
208925,190714415,07/29/2019 12:00:00 AM,02/01/2010 12:00:00 AM,1,7,Wilshire,769,2,354,THEFT OF IDENTITY,0561 0562,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500    ARLINGTON                    AV,,34.0454,-118.3207,2019
208926,201604623,12/05/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,16,Foothill,1641,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0448 0552,3,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,13300    TERRA BELLA                  ST,,34.2552,-118.4225,2019
208927,191318275,09/09/2019 12:00:00 AM,08/29/2010 12:00:00 AM,1200,13,Newton,1373,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,700 E  54TH                         ST,,33.9933,-118.263,2019
208928,190220541,10/02/2019 12:00:00 AM,10/31/2010 12:00:00 AM,1200,2,Rampart,203,1,761,BRANDISH WEAPON,0602 0334 0421 0553 1259,6,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,4000    MARATHON                     ST,,34.0846,-118.2868,2019
208929,191516947,09/05/2019 12:00:00 AM,08/16/2010 12:00:00 AM,1200,15,N Hollywood,1599,1,121,"RAPE, FORCIBLE",0400 0507 0913 1820 1309,21,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,WRIGHTWOOD                   DR,MT CASTLE                    DR,34.1284,-118.3568,2019
208930,190909972,04/26/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1500,9,Van Nuys,915,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1258 0558 0515,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,810,812,,,7000    LENNOX                       AV,,34.1976,-118.4455,2019
208931,190816703,10/08/2019 12:00:00 AM,05/18/2010 12:00:00 AM,1,8,West LA,848,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1606 1236 1822,52,F,W,120,STORAGE SHED,,,IC,Invest Cont,341,,,,10100    EMPYREAN                     WY,,34.054,-118.409,2019
208932,191821766,10/20/2019 12:00:00 AM,10/20/2010 12:00:00 AM,1200,18,Southeast,1806,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 0522 0551 0552,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,8800    AVALON                       BL,,33.9534,-118.2651,2019
208933,191519483,10/25/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1200,15,N Hollywood,1525,2,354,THEFT OF IDENTITY,0377 1822,51,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11700    HAMLIN                       ST,,34.1888,-118.3877,2019
208934,190815990,09/23/2019 12:00:00 AM,09/12/2010 12:00:00 AM,1700,8,West LA,882,1,330,BURGLARY FROM VEHICLE,0344 1822,25,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,2300    SAWTELLE                     BL,,34.0368,-118.44,2019
208935,190816425,10/02/2019 12:00:00 AM,10/02/2010 12:00:00 AM,1600,8,West LA,805,2,888,TRESPASSING,1236,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,2100    STRATFORD                    CI,,34.107,-118.4747,2019
208936,200307355,02/25/2020 12:00:00 AM,02/21/2010 12:00:00 AM,900,3,Southwest,397,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1202,61,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,4100    DENKER                       AV,,34.0091,-118.3045,2020
208937,191821812,10/19/2019 12:00:00 AM,10/19/2010 12:00:00 AM,1130,18,Southeast,1841,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448,14,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600 W  109TH                        PL,,33.9365,-118.2848,2019
208938,191009107,04/30/2019 12:00:00 AM,12/07/2010 12:00:00 AM,1200,10,West Valley,1018,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,15800    SATICOY                      ST,,34.2085,-118.4771,2019
